C_perc,H_perc,N_perc,O_perc,S_perc
25.92,13.08,53.58,7.25,0.17
26.52,13.27,52.86,7.1,0.25
26.03,14.54,52.57,6.69,0.17
27.03,13.01,52.42,7.31,0.23
27.36,12.75,52.58,7.03,0.28
27.32,12.67,52.97,6.94,0.1
26.6,13.59,52.37,7.25,0.19
26.78,13.39,52.39,7.24,0.2
26.07,13.13,53.19,7.42,0.2
26.57,13.5,52.35,7.24,0.34
26.51,13.28,52.49,7.34,0.38
26.52,13.59,52.76,6.87,0.27
26.69,13.62,52.36,7.18,0.15
27.02,12.36,53.12,7.22,0.28
26.45,14.15,51.91,7.38,0.12
26.97,13.1,52.76,7.0,0.16
26.7,13.21,52.54,7.3,0.25
27.11,13.17,52.54,7.01,0.17
26.87,13.44,52.12,7.35,0.21
26.28,12.92,53.62,6.99,0.19
26.49,13.29,52.78,7.26,0.18
26.79,12.9,53.4,6.75,0.17
26.7,13.38,52.31,7.41,0.2
26.35,13.26,53.06,7.09,0.24
26.42,13.57,52.66,7.14,0.21
26.91,13.56,52.0,7.27,0.25
26.28,13.11,53.17,7.22,0.22
25.85,12.25,53.46,8.27,0.16
26.47,13.23,53.01,6.98,0.31
26.37,13.93,52.51,6.88,0.3
26.02,13.41,52.53,7.77,0.27
26.68,13.25,52.55,7.28,0.25
26.08,14.48,51.92,7.35,0.17
26.74,13.42,52.38,7.4,0.05
26.69,13.88,52.01,7.33,0.1
26.63,13.24,52.81,7.14,0.17
26.92,13.38,52.07,7.38,0.26
26.28,13.44,52.86,7.21,0.21
26.48,13.35,52.8,7.13,0.24
26.55,13.04,53.21,6.96,0.24
27.05,13.24,52.56,6.95,0.19
27.09,12.61,53.22,6.85,0.23
26.39,12.36,53.19,7.91,0.14
26.76,13.1,52.93,7.02,0.18
25.96,11.69,53.69,8.38,0.29
27.31,12.72,52.74,7.11,0.12
25.73,14.39,52.99,6.88,0.0
26.56,13.55,52.88,6.88,0.14
26.12,13.6,52.77,7.07,0.45
26.62,13.16,52.98,7.04,0.19
26.76,13.24,52.8,7.01,0.19
26.17,13.37,53.0,7.08,0.39
27.13,13.03,52.29,7.22,0.33
26.47,13.1,52.82,7.4,0.21
25.98,13.39,53.32,7.01,0.29
26.9,12.99,52.71,7.22,0.18
26.95,13.3,52.61,6.96,0.19
27.64,12.96,52.27,6.77,0.36
25.97,13.75,52.33,7.78,0.17
26.48,13.16,52.93,7.14,0.29
27.03,13.09,52.65,7.08,0.16
26.58,13.08,53.19,6.89,0.25
26.79,13.25,52.92,6.79,0.24
26.02,13.41,53.64,6.76,0.17
26.26,13.47,52.93,7.11,0.24
26.21,12.83,53.2,7.6,0.16
26.66,13.17,52.39,7.51,0.27
27.67,13.38,52.44,6.51,0.0
26.12,12.93,51.45,9.1,0.4
26.47,13.62,52.51,7.2,0.19
27.22,13.06,52.4,7.07,0.24
27.27,12.95,52.43,7.15,0.21
26.77,13.1,52.61,7.2,0.31
26.49,13.26,53.02,7.05,0.18
26.14,13.89,52.48,7.32,0.17
26.64,13.51,52.48,7.25,0.13
26.32,13.56,52.85,7.25,0.03
26.53,12.99,52.61,7.69,0.18
26.76,13.48,52.46,7.11,0.19
27.17,13.0,52.75,6.98,0.09
27.2,13.02,52.6,6.93,0.25
25.57,13.34,53.61,7.29,0.18
26.68,14.19,51.9,7.16,0.07
26.4,12.21,53.63,7.56,0.21
26.6,13.23,52.84,7.18,0.15
26.49,12.45,53.05,7.91,0.11
25.83,11.89,53.7,8.44,0.14
26.83,13.14,52.98,6.8,0.26
26.44,12.3,53.27,7.8,0.18
26.67,13.31,52.57,7.34,0.11
26.54,13.41,52.98,6.97,0.1
27.12,12.79,52.98,6.92,0.19
26.25,11.9,53.45,8.16,0.24
27.01,12.8,52.76,7.18,0.25
26.24,12.85,54.03,6.76,0.13
26.54,12.77,53.27,7.26,0.16
27.25,13.16,52.36,7.06,0.19
26.39,13.36,52.61,7.49,0.16
26.14,13.54,53.06,7.11,0.16
26.66,13.75,52.16,7.39,0.04
26.98,13.21,52.61,7.1,0.1
27.06,12.76,53.05,6.9,0.23
26.43,12.98,53.34,7.09,0.16
26.39,13.35,53.11,7.03,0.12
26.56,13.41,52.59,7.21,0.23
27.17,13.04,52.57,7.03,0.18
26.58,13.74,52.36,7.21,0.11
27.07,13.03,52.34,7.31,0.24
26.18,13.03,52.86,7.52,0.41
26.42,14.13,52.44,6.81,0.2
26.22,13.41,53.28,6.96,0.13
27.05,12.99,52.54,7.18,0.24
25.48,15.17,52.23,7.02,0.09
26.46,13.43,52.38,7.58,0.15
25.89,13.67,52.9,7.4,0.15
26.95,13.23,52.65,7.06,0.11
26.72,13.03,52.72,7.32,0.21
26.92,13.44,52.32,7.19,0.14
26.6,12.76,53.37,7.07,0.21
27.14,13.16,52.28,7.11,0.31
26.14,13.3,53.06,7.25,0.24
25.62,13.47,53.64,7.02,0.26
26.84,13.46,52.39,7.15,0.16
25.99,13.3,53.43,6.98,0.31
26.89,13.03,52.3,7.55,0.23
26.53,13.76,52.83,6.76,0.12
26.14,13.95,52.17,7.52,0.21
26.02,13.32,52.93,7.45,0.27
26.22,13.69,53.14,6.91,0.04
26.46,13.27,53.35,6.85,0.08
27.09,12.68,52.8,7.14,0.29
26.92,12.79,53.3,6.88,0.11
27.02,12.88,52.43,7.52,0.16
26.33,13.45,52.8,7.21,0.2
27.15,12.29,53.03,7.24,0.28
26.44,13.32,52.95,7.13,0.16
26.87,13.53,51.86,7.3,0.44
26.52,13.04,52.98,7.2,0.26
26.74,13.15,52.83,6.98,0.31
27.12,12.82,52.87,7.05,0.14
26.47,12.92,53.16,7.27,0.19
25.8,13.35,53.36,7.27,0.21
27.04,13.21,52.71,6.8,0.25
26.65,13.38,52.62,7.23,0.12
26.29,12.99,53.59,6.94,0.19
27.16,12.91,52.61,7.12,0.19
26.24,13.29,53.23,6.95,0.3
26.44,13.5,52.93,6.95,0.18
26.43,13.12,52.87,7.36,0.23
26.79,13.14,52.6,7.32,0.15
26.55,13.38,52.61,7.25,0.21
27.04,13.04,52.69,7.11,0.12
26.51,13.45,52.74,7.09,0.21
26.31,14.43,51.78,7.34,0.14
26.03,13.15,53.49,7.05,0.28
25.65,12.8,53.85,7.53,0.17
26.43,13.26,52.36,7.69,0.27
26.33,13.65,52.73,7.14,0.15
26.34,13.4,52.73,7.19,0.34
27.61,13.02,52.5,6.66,0.2
26.57,13.41,52.6,7.21,0.2
26.94,12.89,52.82,7.17,0.17
26.39,13.25,53.32,6.86,0.17
25.92,13.31,52.16,8.49,0.13
26.81,12.99,53.06,6.97,0.16
26.09,13.34,52.98,7.29,0.29
26.63,13.28,52.68,7.16,0.25
25.64,14.62,52.28,7.29,0.17
26.4,13.37,53.09,7.01,0.13
26.13,13.56,52.91,7.17,0.23
26.47,12.77,52.94,7.53,0.29
26.93,13.22,52.62,7.05,0.18
26.73,13.31,52.31,7.31,0.35
26.62,13.15,52.87,7.12,0.25
26.93,13.4,52.56,6.98,0.13
26.15,13.12,53.23,7.26,0.25
26.45,13.14,53.01,7.11,0.3
25.88,13.8,52.47,7.69,0.16
27.22,12.88,52.59,7.11,0.2
27.4,12.92,52.52,6.95,0.21
26.42,13.26,52.88,7.25,0.19
26.32,13.27,53.23,6.83,0.35
27.13,12.56,53.17,7.03,0.1
26.45,13.17,52.6,7.54,0.24
25.83,13.38,53.08,7.57,0.14
26.87,13.12,52.47,7.3,0.24
26.38,13.23,52.88,7.21,0.3
26.63,13.06,52.94,7.12,0.25
26.14,13.22,53.28,7.19,0.18
26.52,13.16,53.0,7.12,0.2
26.81,13.1,52.88,7.04,0.17
26.29,13.25,53.18,7.11,0.17
25.91,13.4,52.71,7.86,0.12
26.36,13.26,52.89,7.16,0.33
26.87,13.44,52.56,7.08,0.04
25.58,12.58,54.3,6.92,0.63
26.47,13.19,52.48,7.51,0.36
25.43,14.23,52.4,7.83,0.11
25.94,13.01,53.41,7.54,0.09
27.09,13.22,52.19,7.44,0.06
26.23,13.38,52.77,7.48,0.15
25.66,13.42,53.41,7.24,0.27
26.04,13.1,53.84,6.78,0.25
26.72,13.03,52.58,7.43,0.24
26.4,13.2,52.33,7.14,0.93
26.14,13.55,53.08,7.16,0.08
25.69,13.57,53.37,7.19,0.18
26.33,13.13,53.23,7.15,0.16
27.0,13.26,52.44,7.16,0.13
26.84,13.4,52.37,7.19,0.21
26.4,13.21,53.22,7.0,0.17
26.21,13.16,53.16,7.25,0.22
26.47,13.12,52.87,7.19,0.35
26.38,12.37,53.38,7.72,0.16
26.39,13.36,52.71,7.23,0.31
26.42,13.13,53.13,7.11,0.21
27.35,12.97,52.41,7.08,0.2
26.79,13.42,52.89,6.88,0.03
26.28,14.54,51.85,7.13,0.19
26.69,13.31,52.48,7.32,0.19
26.26,13.6,52.89,7.07,0.18
26.33,13.57,52.66,7.22,0.23
26.33,13.45,53.11,6.95,0.16
25.38,16.04,50.91,7.67,0.0
26.82,13.15,52.55,7.31,0.16
26.37,13.32,52.92,7.15,0.25
26.07,12.73,53.06,7.79,0.34
25.67,14.28,52.24,7.65,0.16
25.76,13.86,52.33,7.86,0.19
26.69,12.42,52.76,7.77,0.36
26.95,13.03,52.57,7.13,0.32
26.81,13.13,52.84,7.08,0.13
25.6,13.5,53.19,7.35,0.36
25.41,14.89,52.28,7.24,0.18
26.99,13.24,52.53,7.07,0.17
26.95,12.82,52.72,7.33,0.18
26.32,13.65,52.9,6.88,0.24
26.5,13.27,53.37,6.55,0.3
26.78,13.21,53.11,6.63,0.27
25.96,13.43,53.28,7.15,0.18
26.27,13.27,52.63,7.42,0.41
26.29,13.53,52.97,7.05,0.17
26.64,12.91,52.74,7.62,0.09
25.44,14.17,52.54,7.67,0.19
26.42,13.69,52.61,6.99,0.29
26.97,12.82,52.85,7.2,0.17
25.92,14.23,52.02,7.75,0.07
26.62,13.13,52.69,7.33,0.23
27.11,12.95,53.17,6.52,0.26
26.76,13.25,52.6,7.29,0.1
26.49,12.76,53.48,7.18,0.1
26.53,12.95,53.18,7.08,0.26
26.11,13.57,53.04,7.15,0.13
26.62,13.14,52.92,7.08,0.25
26.01,13.39,52.89,7.54,0.17
26.18,13.37,52.92,7.28,0.24
25.74,14.14,52.6,7.35,0.18
26.96,12.77,53.08,6.97,0.22
25.71,12.58,53.88,7.48,0.36
26.34,13.26,52.88,7.18,0.34
25.81,13.2,52.5,8.27,0.23
27.04,14.78,51.58,6.33,0.26
26.41,13.38,52.88,7.1,0.22
26.85,13.25,52.84,6.87,0.19
25.97,13.35,53.52,6.96,0.19
27.87,12.56,52.67,6.64,0.25
26.26,13.66,52.62,7.24,0.22
26.15,13.29,53.75,6.7,0.11
26.4,13.84,52.04,7.54,0.18
25.43,13.73,53.23,7.22,0.39
26.05,13.95,52.82,6.91,0.27
26.58,13.13,52.89,7.08,0.32
27.71,12.65,52.55,6.88,0.21
26.56,12.35,53.32,7.57,0.2
26.64,13.12,53.02,7.0,0.22
25.59,13.98,52.76,7.49,0.17
26.3,13.24,52.97,7.18,0.32
25.99,13.45,53.34,7.11,0.12
26.22,13.27,53.25,6.98,0.28
26.44,13.09,52.63,7.58,0.27
26.25,13.5,53.06,7.04,0.15
26.09,13.5,52.8,7.48,0.14
26.77,13.39,52.53,7.04,0.27
27.27,12.81,52.84,6.86,0.23
27.04,13.01,52.5,7.24,0.21
26.69,13.28,52.75,7.09,0.19
27.46,13.08,52.5,6.81,0.14
27.12,13.04,52.71,6.95,0.19
26.73,13.18,52.39,7.41,0.28
26.82,13.3,52.64,7.1,0.15
26.3,12.91,53.43,7.12,0.24
26.1,13.3,53.39,7.0,0.2
27.31,12.68,52.67,7.17,0.17
26.25,13.22,53.27,7.06,0.2
27.15,13.0,52.76,6.92,0.17
26.53,13.21,52.7,7.35,0.21
26.25,14.52,51.86,7.24,0.14
26.29,13.18,53.03,7.27,0.24
26.86,12.81,52.91,7.14,0.28
27.19,13.01,52.48,7.01,0.31
26.21,14.56,52.43,6.8,0.0
27.51,12.72,52.73,6.87,0.18
26.14,13.41,53.16,7.12,0.17
26.28,13.04,53.36,7.11,0.21
27.25,12.94,52.67,7.02,0.12
26.76,13.23,52.23,7.48,0.3
27.04,13.01,52.49,7.3,0.15
26.22,13.18,53.19,7.19,0.22
26.74,13.12,52.83,7.12,0.19
26.46,12.87,52.79,7.65,0.23
25.64,13.37,53.14,7.44,0.4
26.53,13.21,52.75,7.36,0.15
26.72,12.93,52.79,7.36,0.2
26.59,13.22,52.99,7.04,0.16
25.9,12.97,53.65,7.28,0.2
26.57,13.24,52.8,7.19,0.21
26.86,12.88,52.6,7.43,0.24
26.95,13.02,52.69,7.19,0.16
26.27,15.16,51.31,7.02,0.23
26.71,12.93,53.09,7.11,0.17
26.02,12.83,53.62,7.4,0.14
27.15,13.2,52.23,7.18,0.23
26.96,13.18,52.62,7.13,0.12
27.06,13.16,52.24,7.19,0.35
26.31,13.13,53.3,6.94,0.33
25.78,13.16,53.57,7.17,0.33
26.3,13.38,53.17,7.04,0.11
27.18,13.17,52.54,6.97,0.13
26.76,12.97,52.52,7.52,0.24
26.55,13.14,52.82,7.12,0.38
27.08,12.97,52.67,7.18,0.1
26.71,13.02,52.57,7.54,0.16
26.51,13.51,52.46,7.26,0.27
27.32,12.77,52.68,6.99,0.24
26.47,12.91,53.19,7.24,0.18
25.71,13.7,52.54,7.92,0.13
25.92,13.12,53.38,7.28,0.3
26.17,14.73,52.03,6.91,0.15
26.22,13.24,53.31,7.11,0.12
27.04,12.88,52.77,7.07,0.24
25.87,13.27,53.37,7.18,0.31
26.37,13.14,52.96,7.23,0.3
26.42,13.36,52.2,7.92,0.1
25.66,11.95,53.98,8.41,0.0
25.97,13.09,53.39,7.2,0.35
26.01,12.09,53.85,7.92,0.14
26.65,13.16,52.76,7.17,0.25
26.97,13.35,52.18,7.18,0.31
24.74,14.7,51.99,8.28,0.29
26.97,13.01,52.42,7.3,0.3
25.95,12.97,54.59,6.49,0.0
26.04,13.32,53.22,7.23,0.18
26.82,12.86,52.93,7.19,0.2
26.59,13.3,52.39,7.43,0.29
25.97,13.37,53.68,6.65,0.32
27.14,12.84,52.57,7.21,0.24
26.51,13.4,52.81,6.95,0.34
26.36,13.02,53.12,7.15,0.34
26.52,13.53,52.6,7.09,0.26
26.34,13.21,53.3,6.97,0.18
26.24,13.39,53.03,6.91,0.43
26.09,13.51,52.88,7.19,0.34
26.41,12.95,53.17,7.13,0.34
26.19,11.92,53.72,7.97,0.21
26.39,13.14,52.87,7.29,0.32
26.37,13.51,52.62,7.29,0.22
26.51,13.11,52.63,7.13,0.61
27.37,12.68,52.51,7.23,0.21
26.6,13.08,52.84,7.3,0.18
27.11,13.36,52.27,7.14,0.12
26.0,13.1,53.55,7.12,0.22
26.84,12.77,52.72,7.41,0.26
25.88,13.6,53.21,7.12,0.2
26.98,13.1,52.61,7.14,0.17
26.45,13.47,52.53,7.27,0.29
26.89,13.01,52.76,7.12,0.23
26.4,12.82,53.48,7.07,0.24
26.16,13.08,52.59,8.0,0.17
27.43,13.2,51.96,7.24,0.18
25.55,13.67,53.17,7.22,0.41
26.9,13.25,52.66,7.08,0.11
26.86,13.22,52.89,6.72,0.31
26.65,13.83,52.57,6.83,0.13
25.62,13.98,52.63,7.63,0.15
26.45,12.63,53.34,7.13,0.45
26.45,13.21,52.5,7.6,0.24
26.51,13.37,52.68,7.24,0.2
26.86,12.7,53.27,6.96,0.21
26.22,14.02,52.51,7.11,0.15
26.43,13.24,52.89,7.19,0.25
26.5,12.99,53.1,7.26,0.15
26.4,13.32,52.7,7.37,0.21
26.46,13.0,52.86,7.54,0.13
26.63,13.98,52.07,7.07,0.24
26.59,13.31,52.38,7.47,0.25
26.6,13.8,52.03,7.45,0.11
26.32,13.18,52.72,7.46,0.32
25.89,13.36,53.15,7.31,0.29
26.32,13.2,53.07,7.11,0.3
26.35,12.98,53.19,7.08,0.4
27.2,13.07,52.6,7.06,0.06
26.7,13.21,52.68,7.16,0.26
26.79,13.09,52.75,7.22,0.15
26.79,13.69,52.53,6.99,0.0
26.57,13.57,52.47,7.15,0.24
26.72,13.2,52.84,7.06,0.18
27.12,12.8,52.9,6.97,0.22
26.19,13.49,53.06,7.03,0.24
25.87,13.56,52.65,7.69,0.23
26.89,13.04,52.68,7.24,0.15
26.64,13.38,52.72,6.96,0.31
24.84,13.64,53.84,7.52,0.16
26.74,12.61,53.41,7.01,0.23
25.79,14.48,51.62,7.9,0.21
25.74,13.21,53.5,7.3,0.25
26.64,13.6,51.76,7.65,0.35
26.91,13.29,52.16,7.39,0.24
26.69,12.81,53.01,7.12,0.36
26.36,13.68,52.34,7.52,0.11
26.74,12.91,52.54,7.68,0.14
26.46,13.12,52.95,7.15,0.31
26.21,13.28,53.21,7.08,0.22
26.84,13.32,51.42,8.06,0.37
25.82,13.51,53.35,7.14,0.19
26.93,13.03,52.81,7.03,0.21
26.13,13.42,53.44,6.84,0.17
26.66,13.33,52.54,7.24,0.23
26.26,13.09,53.29,7.21,0.14
25.92,14.32,52.44,7.13,0.19
26.32,13.62,52.92,6.97,0.16
26.5,13.32,53.07,6.98,0.14
27.71,12.76,52.32,6.95,0.26
26.98,12.96,52.89,7.0,0.17
26.75,13.17,52.49,7.41,0.18
25.7,13.42,53.45,7.19,0.23
27.77,12.7,52.41,6.9,0.22
27.21,12.96,52.75,6.94,0.15
26.37,13.31,52.96,7.05,0.31
26.51,13.22,52.85,7.17,0.26
27.01,13.39,52.63,6.91,0.06
26.75,13.28,52.68,7.0,0.29
25.96,13.34,53.25,7.15,0.29
27.22,13.23,52.09,7.12,0.34
27.17,12.86,52.7,7.1,0.16
26.55,13.79,51.97,7.3,0.39
27.0,13.19,52.73,6.92,0.17
25.92,13.7,52.42,7.65,0.31
26.69,13.5,52.21,7.4,0.2
26.4,14.13,52.67,6.8,0.0
26.54,13.19,52.7,7.38,0.19
26.85,13.05,53.09,6.74,0.28
26.78,13.19,52.72,7.08,0.24
27.25,12.66,53.06,6.83,0.2
26.46,12.96,53.37,7.1,0.12
26.48,13.14,52.66,7.57,0.16
25.95,12.71,53.49,7.56,0.29
27.03,12.98,52.57,7.16,0.25
26.01,13.2,53.48,7.09,0.21
27.04,13.11,52.63,7.03,0.19
26.69,13.02,53.11,7.08,0.1
26.84,13.3,52.56,7.19,0.12
26.8,12.8,53.31,6.97,0.12
26.72,13.29,52.66,7.1,0.22
26.7,13.36,52.39,7.28,0.27
26.84,13.04,52.95,6.99,0.18
25.7,14.01,52.38,7.72,0.19
26.09,13.41,52.76,7.45,0.29
26.31,13.04,53.39,7.02,0.25
27.41,12.9,52.53,6.85,0.31
26.39,13.53,52.4,7.29,0.39
26.2,13.57,52.84,7.13,0.25
26.34,13.05,53.57,6.87,0.18
26.44,13.02,52.48,7.44,0.62
26.72,13.44,52.87,6.81,0.16
26.23,13.56,53.09,7.03,0.09
25.78,12.32,53.44,8.32,0.15
26.29,13.41,52.84,7.21,0.25
26.88,12.79,53.16,6.98,0.2
26.3,13.45,53.12,6.95,0.18
26.93,13.1,52.41,7.33,0.23
25.59,14.42,52.16,7.76,0.08
26.41,13.21,52.89,7.26,0.23
26.84,13.14,52.86,7.03,0.13
26.43,11.64,53.38,8.5,0.05
25.45,13.4,53.78,7.13,0.24
26.33,13.32,53.03,7.07,0.25
27.54,12.71,52.69,6.87,0.19
26.67,13.24,52.25,7.6,0.24
26.26,13.4,53.31,6.82,0.21
26.33,13.68,52.63,7.09,0.27
26.77,13.39,52.51,7.16,0.17
27.59,12.79,52.34,7.09,0.2
26.47,13.29,53.3,6.74,0.2
26.6,13.21,52.75,7.3,0.14
25.45,14.45,52.22,7.81,0.08
26.58,13.04,52.45,7.7,0.23
26.72,13.22,52.46,7.4,0.19
27.09,12.44,53.28,7.02,0.16
26.2,13.51,52.72,7.21,0.36
25.72,13.89,52.76,7.5,0.13
26.51,13.28,53.03,6.86,0.32
27.82,12.77,52.32,6.88,0.21
26.52,14.11,52.34,6.74,0.28
26.91,12.79,53.09,7.07,0.14
26.51,13.41,52.55,7.36,0.17
26.62,12.82,53.62,6.73,0.2
26.47,13.73,52.54,7.0,0.26
26.44,13.75,52.07,7.56,0.19
23.3,14.59,52.47,7.88,1.76
27.02,13.08,52.7,6.96,0.24
26.33,12.9,53.21,7.31,0.25
26.56,13.19,52.98,7.05,0.21
26.53,13.37,52.88,6.97,0.25
27.09,13.03,52.81,6.87,0.21
26.0,13.84,52.35,7.63,0.18
25.69,13.34,53.55,7.2,0.23
26.66,13.07,53.09,6.98,0.21
26.86,13.56,52.3,7.11,0.17
26.85,12.75,53.12,7.08,0.2
26.1,13.72,52.85,7.06,0.28
26.06,13.41,52.81,7.44,0.27
26.56,12.98,52.52,7.81,0.14
25.84,13.37,53.29,7.15,0.34
27.43,12.98,52.37,7.12,0.1
26.69,13.45,52.62,7.08,0.17
26.86,12.97,53.12,6.87,0.19
25.74,13.88,52.8,7.46,0.12
26.47,13.22,52.84,7.23,0.24
26.74,12.73,52.89,7.38,0.26
26.63,13.12,52.84,7.21,0.19
27.2,13.03,52.97,6.74,0.06
26.32,13.31,52.92,7.2,0.25
26.57,12.88,53.35,6.98,0.22
26.93,13.04,52.79,7.09,0.14
26.57,13.24,52.6,7.37,0.21
26.31,14.21,52.24,7.12,0.12
25.78,14.15,52.49,7.35,0.22
26.24,13.31,53.02,7.25,0.18
26.63,13.17,52.71,7.07,0.43
26.46,13.3,52.92,7.07,0.25
26.37,12.54,53.08,7.87,0.15
26.84,13.48,52.82,6.77,0.09
25.67,14.08,52.23,7.78,0.24
26.83,13.46,52.67,6.78,0.25
26.1,13.52,53.08,7.09,0.21
25.89,13.28,53.41,7.14,0.28
26.9,12.97,52.83,7.13,0.16
26.4,13.18,53.03,7.17,0.22
26.38,13.34,52.97,7.1,0.21
26.53,13.15,52.81,7.3,0.21
26.65,13.65,52.18,7.25,0.27
26.82,13.31,52.46,7.17,0.25
27.11,12.97,52.45,7.26,0.21
26.77,13.39,52.22,7.46,0.17
26.95,13.16,52.38,7.3,0.2
25.58,13.5,53.15,7.27,0.5
26.59,13.37,52.76,7.06,0.21
26.64,13.24,52.94,7.02,0.16
26.37,12.93,53.43,7.16,0.12
26.2,13.28,52.98,7.43,0.11
27.22,12.94,52.61,7.0,0.24
26.66,13.22,52.59,7.24,0.29
26.59,13.74,52.05,7.3,0.33
26.35,13.27,52.89,7.32,0.17
26.9,12.99,52.72,7.19,0.21
26.4,12.86,53.43,7.2,0.11
26.0,13.43,53.1,7.32,0.15
26.27,13.08,53.26,7.18,0.22
27.47,13.21,52.07,7.07,0.17
27.24,12.91,52.77,6.87,0.2
26.26,13.02,53.24,7.18,0.3
26.92,12.84,52.82,7.17,0.24
26.01,13.41,53.05,7.3,0.22
26.12,13.58,52.83,7.23,0.24
26.36,13.39,52.67,7.36,0.23
26.8,12.74,53.13,7.15,0.19
26.75,12.82,52.84,7.26,0.32
27.12,13.35,51.97,7.49,0.08
26.42,13.42,53.17,6.81,0.18
26.46,13.29,52.81,7.24,0.19
26.07,13.8,52.38,7.36,0.39
26.58,13.22,52.75,7.3,0.16
26.41,13.63,52.75,7.02,0.19
25.77,12.92,53.27,7.75,0.29
25.54,13.97,52.61,7.76,0.11
26.12,12.05,53.56,8.17,0.1
27.47,12.67,52.46,7.12,0.28
26.56,13.28,52.68,7.21,0.28
27.43,12.63,52.95,6.89,0.1
25.71,14.12,53.21,6.64,0.32
26.56,12.82,52.97,7.55,0.1
26.17,13.17,53.19,7.17,0.31
25.81,13.33,53.3,7.23,0.32
26.05,14.09,52.12,7.61,0.13
26.08,13.27,53.53,6.95,0.16
26.85,12.9,52.49,7.55,0.21
26.64,13.09,53.12,7.02,0.13
26.58,13.25,52.78,7.24,0.15
26.58,12.89,53.16,7.09,0.29
25.99,13.46,52.98,7.35,0.22
26.47,13.05,53.21,7.05,0.23
26.47,12.32,53.06,7.91,0.23
26.04,13.6,52.98,7.0,0.37
25.64,13.46,53.45,7.24,0.21
26.33,13.13,53.13,7.19,0.22
25.9,12.63,54.02,7.17,0.27
26.38,13.32,52.96,7.07,0.26
26.79,13.49,52.56,7.06,0.09
26.41,13.62,52.43,7.28,0.25
26.51,13.17,52.95,7.08,0.3
26.26,13.54,53.02,7.06,0.12
26.5,12.91,53.21,7.19,0.19
27.01,13.16,52.2,7.44,0.2
26.68,13.78,52.05,7.31,0.18
25.84,13.25,53.73,6.91,0.26
26.72,13.87,52.08,7.18,0.15
26.24,13.25,53.06,7.14,0.31
25.89,13.77,52.28,7.91,0.14
26.26,13.55,52.94,7.08,0.17
26.95,13.17,52.36,7.23,0.28
26.69,12.72,53.23,7.18,0.19
26.33,13.6,53.06,6.86,0.15
26.25,13.22,53.36,7.05,0.12
26.68,13.19,52.88,7.11,0.14
26.6,13.25,52.68,7.29,0.18
26.33,12.83,53.25,7.36,0.22
26.38,13.35,52.84,7.21,0.23
25.94,13.36,53.4,6.92,0.38
26.64,13.16,52.76,7.28,0.16
26.87,13.46,51.9,7.6,0.17
26.66,13.18,52.47,7.46,0.24
26.65,12.46,52.7,8.0,0.19
26.8,13.47,52.5,7.1,0.13
26.65,13.59,52.06,7.5,0.21
26.27,13.22,52.79,7.56,0.16
26.27,13.2,52.91,7.44,0.19
27.25,12.83,52.82,6.92,0.19
26.9,13.38,52.79,6.79,0.14
26.35,12.93,53.91,6.64,0.18
26.99,12.57,53.0,7.34,0.1
26.41,13.13,53.0,7.19,0.27
26.86,13.02,52.84,7.08,0.2
25.93,13.87,53.34,6.81,0.04
26.27,13.49,52.74,7.32,0.17
26.62,13.04,52.86,7.29,0.19
25.96,13.39,53.14,7.33,0.19
26.39,13.01,53.28,7.12,0.19
27.03,13.2,52.33,7.28,0.16
26.28,13.26,53.34,6.91,0.21
25.72,13.17,53.87,6.99,0.25
26.73,13.02,53.18,6.9,0.17
26.2,13.24,52.96,7.46,0.14
26.78,12.96,52.66,7.37,0.22
26.35,13.02,53.23,7.18,0.23
26.46,13.03,53.12,7.2,0.2
26.06,13.92,52.89,7.02,0.1
26.39,13.41,52.98,7.11,0.11
26.27,13.19,53.2,6.97,0.37
26.64,13.5,52.29,7.37,0.21
26.89,13.49,52.3,7.24,0.07
26.16,13.82,52.98,6.91,0.12
27.18,13.09,52.59,7.07,0.07
26.75,13.65,52.23,7.16,0.2
26.66,13.82,52.15,7.12,0.25
26.44,13.72,52.38,7.23,0.23
26.92,12.95,52.84,7.1,0.19
25.52,13.42,53.45,7.36,0.25
26.18,13.54,52.69,7.22,0.36
27.02,12.89,52.84,7.07,0.18
26.6,13.11,52.63,7.3,0.35
26.01,13.56,53.07,7.09,0.27
25.9,12.34,53.36,8.2,0.2
26.39,12.95,53.27,6.84,0.54
26.21,13.63,52.85,7.18,0.13
26.72,13.36,52.5,7.33,0.1
26.66,13.53,52.12,7.51,0.18
26.62,13.36,52.63,7.04,0.35
26.62,13.59,52.92,6.78,0.1
26.56,13.32,52.87,7.05,0.19
26.46,13.29,53.2,6.97,0.09
25.94,13.35,53.29,7.15,0.27
25.99,13.19,53.3,7.34,0.18
27.13,12.43,53.26,7.03,0.15
25.79,13.23,53.49,7.21,0.28
25.86,13.38,53.08,7.15,0.53
26.03,13.24,53.34,7.14,0.24
26.6,13.17,52.83,7.29,0.12
26.89,13.27,52.59,7.09,0.16
27.08,12.79,52.26,7.75,0.12
27.37,12.71,52.74,7.04,0.13
26.73,13.19,52.75,7.18,0.14
25.67,13.46,53.5,7.17,0.2
26.56,13.1,52.69,7.29,0.36
26.37,13.37,52.93,7.12,0.21
26.18,12.96,52.99,7.23,0.64
26.11,13.27,53.01,7.38,0.22
26.31,14.34,52.26,6.97,0.12
26.25,13.56,52.99,7.04,0.16
